date,trades_count,total_volume,avg_leverage,net_pnl,sentiment_score
2024-01-03,137,472974.7,375587.74525547447,8244.241409,1.0
2024-01-04,77,339470.47,448724.6416597403,2507.963406,1.0
2024-01-05,14,87025.45,62.32951428571429,0.0,1.0
2024-01-07,13,97200.55,5.034207692307692,1202.488212,1.0
2024-01-08,13,143995.01,84.54825384615386,0.0,1.0
2024-01-10,4,139954.32,1.83578,0.0,1.0
2024-01-11,9,231031.1,0.6062011111111111,1040.5747959999999,1.0
2024-01-12,30,603204.6,3924.946541,337.835516,1.0
2024-02-03,24,60253.79,-10726.25,1674.715167,1.0
2024-02-04,37,224664.62,0.7231621621621621,883.760812,1.0
2024-02-08,36,295967.16,158.0680814111111,0.0,1.0
2024-02-09,2,30000.42,68.349,0.0,1.0
2024-02-10,4,99954.34,3.7032475,0.0,1.0
2024-02-11,2,40000.0,1.07776,0.0,1.0
2024-02-12,67,381072.46,3467.463243164179,754.7378,1.0
2024-03-03,79,390745.68,-595760.485443038,8361.086245,1.0
2024-03-04,2,6887.91,369.0,126.7884,1.0
2024-03-05,30,277703.8,17.192346666666666,5306.017045,1.0
2024-03-07,10,103880.08,3.07407,1118.387284,1.0
2024-03-08,13,112478.98999999999,224.78866923076924,0.0,1.0
2024-03-10,4,120009.0,5.38677,0.0,1.0
2024-03-11,4,109994.34,2.278455,0.0,1.0
2024-03-12,154,847688.76,1864.390579514156,22392.613443,1.0
2024-04-03,287,1574220.16,191603.93494839722,26773.771643,1.0
2024-04-04,32,95987.73,-31.735753125,0.0,1.0
2024-04-05,6,53999.340000000004,-19.8796,0.0,1.0
2024-04-07,14,255022.22,62.55620714285715,0.0,1.0
2024-04-08,72,901551.09,92.23101944444444,-108604.496278,1.0
2024-04-09,1,35004.98,76.9647,0.0,1.0
2024-04-11,26,432210.64,0.8755353846153846,2259.351364,1.0
2024-04-12,24,267748.61,5891.223306557917,324.614126,1.0
2024-05-03,180,841810.32,1070451.832777778,19791.026041,0.5
2024-05-04,92,477826.72,12795.220967391304,9740.93209,1.0
2024-05-05,6,24068.350000000002,-20.3235,0.916,1.0
2024-05-07,20,270298.74,151.07184999999998,0.0,1.0
2024-05-08,17,213738.16,16.218976470588235,-4779.219012,1.0
2024-05-10,37,605605.74,63.44648043243244,5767.161892,1.0
2024-05-11,10,200627.23,1.452014,678.4759280000001,0.5
2024-05-12,21,761997.64,76.94982132857142,1435.68724,1.0
2024-06-03,82,327218.02,97537.59146341463,6814.825139,1.0
2024-06-04,16,68223.67,-4.198175,236.33513399999998,1.0
2024-06-05,9,206016.43,-12.474166666666667,968.59038,1.0
2024-06-09,4,34990.67,95.501475,0.0,1.0
2024-06-10,22,300130.56,-0.30976,130.487079,1.0
2024-06-11,12,121906.38,0.1894908333333333,2821.24842,1.0
2024-06-12,93,2695158.57,-171.6630059516129,-168404.684788,1.0
2024-07-04,23,49988.14,-21.564239130434782,0.0,0.0
2024-07-05,11,98948.85,1.7535090909090911,656.21704,0.0
2024-07-06,52,785972.7,-77.51356923076924,7329.223137999999,0.0
2024-07-10,21,219984.65,-4.82207619047619,0.0,0.0
2024-07-11,2,60628.85,0.20069,628.96246,0.0
2024-07-12,7,201545.34,402.55258131428576,2342.996384,0.0
2024-08-03,67,183583.18,52491.09402985074,4271.886236,0.0
2024-08-04,30,211940.64,-240.4416,1218.4267,0.0
2024-08-05,13,65973.57,19.658276923076922,1.56576,0.0
2024-08-06,7,45002.65,7.225885714285715,0.0,0.0
2024-08-10,35,434583.55,-3.8572611714285716,5396.546638,0.0
2024-08-11,24,240641.63,0.482035,646.3734049999999,0.0
2024-08-12,12,64917.42,197.26739350000003,-21.54374,0.0
2024-09-03,117,658178.75,501601.2582051282,9949.501624,0.0
2024-09-04,3,57063.840000000004,-78.67283333333334,0.0,0.0
2024-09-05,25,216990.58,19.288216,1147.595856,0.0
2024-09-06,5,20999.96,19.65756,0.0,0.0
2024-09-08,13,132038.12,603.3040669230769,11147.900554,0.0
2024-09-10,14,220399.93,0.8050550000000001,396.06272,0.0
2024-09-11,9,150000.41,0.5795,0.0,0.0
2024-09-12,70,432203.07,1782.3701924821428,2350.515482,0.0
2024-10-03,42,219973.85,-2524.777380952381,2482.9272,0.0
2024-10-04,41,351735.97,-51.30644390243902,5207.443414,0.0
2024-10-05,22,156882.0,-1.8795545454545455,2101.741695,0.5
2024-10-06,4,24000.3,24.884175,0.0,0.5
2024-10-07,43,671917.11,77.05841627906976,11595.627026,0.5
2024-10-08,1,0.68,5356.19957,0.0,0.5
2024-10-10,16,300024.33999999997,4.391618125,0.0,0.0
2024-10-11,8,180546.95,1.04666375,548.36595,0.0
2024-10-12,190,915918.65,22224.183927178947,7620.880654,0.5
2024-11-03,42,176519.44999999998,19350.09047619048,3588.179495,1.0
2024-11-04,16,76400.96,6.13406875,389.743164,1.0
2024-11-05,9,63248.95,9.522166666666667,251.604742,1.0
2024-11-06,21,276003.46,66.75478571428572,0.0,1.0
2024-11-07,19,169887.02,14.223484210526316,1876.812082,1.0
2024-11-08,8,40839.850000000006,2.4004875,847.7766200000001,1.0
2024-11-09,1,0.54,35870.82982,0.0,1.0
2024-11-10,26,488904.19,175.9861126923077,8885.327477,1.0
2024-11-11,197,1232302.27,-138.1961621319797,1479.677222,1.0
2024-11-12,53,861511.7,6041.194916037736,2651.179741,1.0
2024-12-03,8,103040.85,2253.35,3039.166,1.0
2024-12-04,114,411760.99,574570.8544631578,2237.798674,1.0
2024-12-05,10,45004.64,5.84858,0.0,1.0
2024-12-07,10,76006.65,28.097540000000002,0.0,1.0
2024-12-08,17,44141.01,181.78532376470588,858.6705000000001,1.0
2024-12-10,10,159713.4,-0.611799,541.55471,1.0
2024-12-11,74,1062217.74,2.793669864864865,2053.119744,1.0
2024-12-12,189,885488.82,-14481.167486370372,323.34897900000016,1.0
2025-01-01,6,51003.520000000004,5931.1833545,0.0,1.0
2025-01-02,4,90002.76,0.229825,0.0,1.0
2025-01-03,59,145439.9,-58857.110718644064,9482.221441,1.0
2025-01-04,33,320907.87,3164.463651212121,1402.082488,1.0
2025-01-05,343,7673884.04,27366.795289096208,61765.051478,1.0
2025-02-01,22,398749.01,-5451.362127727273,2399.9471460000004,1.0
2025-02-02,96,2688930.36,-1606.5230340173957,76710.0,1.0
2025-02-03,51,1162718.18,-13296.114824117647,21921.2036,0.0
2025-02-04,1,19999.7,0.0,0.0,1.0
2025-03-01,54,499316.95,-4599.66436962963,3084.287743,0.0
2025-03-02,847,19813353.94,52.85033369185359,101011.685664,0.0
2025-03-03,669,5747619.84,-1573.5892989835577,552358.362682,0.0
2025-03-04,58,390726.13,13192.19279413793,0.0,0.0
2025-04-01,17,103550.4,-2482.3223335252947,0.0,0.0
2025-04-02,645,12535092.38,-2011.6829013581396,391191.397356,0.0
2025-04-03,235,2148787.44,-16150.99814412766,177135.235423,0.0
2025-04-04,21,424550.64,1.3565857142857143,4591.427138999999,0.0
2025-05-01,28,392485.24,-12115.076140714285,890.33157,0.5
2025-05-02,546,6500575.51,365.84033017813186,46244.207645,1.0
2025-05-03,63,1590509.47,36537.92074761905,2741.101375,
2025-05-04,34,86259.65,25752.311176470586,0.0,
2025-06-01,57,416322.38,-19463.620348245615,3575.442423,
2025-06-02,177,614575.61,1243.7299061263843,512.5267630000001,
2025-06-03,37,643192.97,0.5700091891891892,3069.196282,
2025-06-04,7,179973.59,2.2304299999999997,0.0,
2025-07-01,39,473733.88,2.0728371794871796,0.0,
2025-07-02,174,985581.26,20906.998820632183,9306.360951999999,
2025-07-03,32,226951.17,1318.239444375,3273.5394420000002,
2025-07-04,147,1327542.55,6819.9106144217685,-42968.356034,
2025-08-01,16,308657.88,6.09109125,0.0,
2025-08-02,8,179986.01,0.8425275,0.0,
2025-08-03,24,123369.91,2493.3286391666666,0.0,
2025-08-04,232,2688027.05,55578.014497241384,24388.96847,
2025-09-01,5,44602.54,-9183.430929698,10647.977,
2025-09-02,247,2412195.43,-945.9443862348178,33022.823669,
2025-09-03,32,424733.94,-499.9852190625,0.0,
2025-09-04,259,2702641.32,8427.906847722008,-9755.544279999998,
2025-10-01,219,5895084.66,3.379864429223744,-36229.641811,
2025-10-02,166,2816951.26,-8707.805199216868,57155.55836,
2025-10-03,138,2624346.86,3124.1877076811593,11453.265684,
2025-10-04,365,8819119.32,21133.50997432877,28524.027079,
2025-11-01,76,1555106.23,1.0740975,1559.841529,
2025-11-02,273,2015539.85,1230.2579873975092,1463.5119,
2025-11-03,37,1078862.69,33084.87413756757,2479.265806,
2025-11-04,71,2335304.8000000003,18.400307042253523,3188.3381949999994,
2025-12-01,75,1855292.07,2.3615148,736.621517,
2025-12-02,273,2707292.75,39143.29979168498,30768.98004,
2025-12-03,10,179993.79,1.2752919999999999,0.0,
2025-12-04,1347,52058288.46,9993.744485723832,395176.616812,
